id,address,city
100573,"26, 2nd Floor, Yousaf Arcade, 16-Queen's Road",Lahore
100575,"151-Ferozepur Road,",Lahore
100579,"33-C, The Mall Mansion, The Mall,",Lahore
100587,"93-K, Firdous Market, Gulberg-III",Lahore
100593,"Room #2, Building B, 3rd Floor, City Towers, Main Boulevard, Gulberg-III",Lahore
100594,"103-Fazil Road, Street John Park, Cantt.",Lahore
100595,"950-B, Shokat Ali Road, Faisal Town,",Lahore
100596,"141-Shadman, Jail Road, Opposite Lahore College for Women",Lahore
100597,"Ammar Medical Complex, 8-Jail Road, Main Gulberg,",Lahore
100598,"Shalimar Link Road, Mughal Pura,",Lahore
100599,"13-B, 1st Floor, Imtiaz Plaza, 85-The Mall",Lahore
100600,"Head Office 101, 1st Floor, Ibrahim T. Center, 1 Aibak Blk., Garden Town,",Lahore
100601,"67-A-C3,Gulberg-III",Lahore
100602,"8-Anan Road, Upper Mall",Lahore
100603,"16-L, Model Town Extension",Lahore
100604,"1 Ahmed Park, Garden Town",Lahore
100605,"Suite No.8, 1st Floor, 14-Civic Centre, Faisal Town,",Lahore
100606,"119 Ali Block, New Garden Town",Lahore
100607,"Shop # 8A, Umar Centre, Akbar Chowk, Township",Lahore
100608,"170-G. Commercial Area, Defence ",Lahore
100609,"178, Ferozepur Road, Opposite Shah Jamal Mor, Near HBL Ichhara",Lahore
100610,"4, Jehangir Park, New Mozang",Lahore
100611,"Flat #5, 3rd Floor, Shan Arcade, New Garden Town",Lahore
100612,"Model Town, P.O.Box: 5123, 287-Q,Model Town Ext",Lahore
100613,"130-Industrial Estate, Kot Lakhpat",Lahore
100614,"# 7, 2nd Floor, Auriga Complex, Main Market, Gulberg",Lahore
100615,"Nasir Park, Gunjan-e-Kalan, Bund Road,",Lahore
100616,"# 9, 1st Floor, Davis Hytes, 38 Davis Road",Lahore
100617,"103/2, Block-G, Model Town",Lahore
100618,"6, Muslim Street, Nicholson Road, Qilla Gujar Singh",Lahore
100619,"8-Mcleod Road,",Lahore
100620,"ehzad Anjum Address : 30-A, Garden Block, New Garden Town,",Lahore
100621,"Fountain Ave. Building, 2nd Floor, 64-A, Main Boulevard, Gulberg,",Lahore
100622,"456-Circular Road, Shahalam Chowk",Lahore
100624,"340-S, Industrial Area, Kot Lakhpat, ",Lahore
100625,"Appartment # 20, 2nd Floor, Civic Centre, Green Wood Market, New Garden Town,",Lahore
100626,"Appartment # 20, 2nd Floor, Civic Centre, Green Wood Market, New Garden Town,",Lahore
100627,"82-E/1, 4th Floor, Eden Towers, Gulberg",Lahore
100628,"9.5  KM. Sheikhupura Road, Shadhrah",Lahore
100629,"125-P, Gulberg-II",Lahore
100630,"Dermagen House, 207-D/2, Model Town,",Lahore
100631,"26, Shahrah-e-Quaid-e-Azam",Lahore
100632,"16 KM Multan Road, P.O.Chung,",Lahore
100633,"17.5 Kilometer Multan Road, P.O.Box 3318",Lahore
100634,"4th Floor, Nizam Chambers, Queens Road",Lahore
100635,"Bilal Market, 2nd Floor, Chowk New Anarkali, Circular Road,",Lahore
100636,"1.5 km. Manga Raiwind Road, Manga Mandi",Lahore
100637,"9.5 KM Sheikhupura Road,",Lahore
100638,"Plot No.27, Holiday Park, Ali Raza Abad, 5.5 KM Raiwind Road,",Lahore
100641,"Room No. 12, 2nd Floor, Imtiaz Chamber, Temple Road, 85-Hameed Nizam,",Lahore
100654,"2nd Floor, Building No. 1, Associated House, 7-Egerton Road, ",Lahore
100655,"23-Davis Road,",Lahore
100662,"Suite 1, 5th Floor, Lahore Tower, Barkat Market, New Garden Town, ",Lahore
100664,"35-C, Empress Road,",Lahore
100668,"11-Rabbani Road, Old Anarkali,",Lahore
100673," # 63, Hafeez Centre, 2nd Floor, Main Boulevard, Gulberg III, ",Lahore
100676,"Suite 4, 1st Floor, Rehman Business Center, 32/B-III, Gulberg-III",Lahore
100678,"35-C, Empress Road",Lahore
100679,"Suite-3,4th Floor,Abrar Center,25-Main Wahdat Road",Lahore
100681,"Office # 11, 1st Floor, Jamshaid Plaza, 100 Ferozepur Road,",Lahore
100683,"156, Khyzar Road, 319, Upper Mall,",Lahore
100685,"3, Sheeraz Plaza, 1st Floor, Main Market Gulberg-II,",Lahore
100687,"8, G, Mushtaq, Gurmani, Road, Gulbrag, #, 2, Lahore,",Lahore
100688,"Naz Cinema Building, 3-Mission Road,",Lahore
100697,"C-803, City Towers, Main Boulevard, Gulberg,",Lahore
100699,"2/3, Patiala Complex, Patiala Ground, 2-Link McLeod Road,",Lahore
100707,"Bhagwan Das Building, Rattan Chand Road, Chowk Shah Alam Gate,",Lahore
100719,"Sameer Plaza, 1st Floor, Civic Centre, 3-C/1, Faisal Town,",Lahore
100725,"24/25, Patiala Ground, Link McLeod Road,",Lahore
100741,"Suite # 30, 2nd Floor, Sadiq Plaza, 60-The Mall,",Lahore
100745,"113/E-1, Gulberg-III ",Lahore
100749,"15-17, Snow White Com'l Complex, Shahrah-e-Faisal,",Lahore
100751,"2nd Floor, Ittefaq Manzil, 25-A, Abrar Business Centre, Wahdat Road,",Lahore
100752,"S-209, Industrial Area, Kot Lakhpat",Lahore
100753,"5-A, Zafar Ali road, Gulberg 5,",Lahore
100754,"Plot No.25-S, Industrial Area, Kot Lakhpat,",Lahore
100756,"18-KM., Ferozepur Road, Opposite Nishtar Colony,",Lahore
100758,21-KM. Feroz Pur Road,Lahore
100759,"65/2, Syed Maratib Ali Road, FCC, Gulberg IV,",Lahore
100761,"692-N, Samanabad, ",Lahore
100762,"20-KM. Ferozepur Road, P.O.Box: 1266",Lahore
100764,"235-Ravi Park,",Lahore
100766,"301-R, Lalik Chowk, D.H.A., Ph-II",Lahore
100767,"124/I, Industrial Estate, Kot Lakhpat,",Lahore
100769,"F-4, Berry Court, Bank Square,",Lahore
100771,"36 A, Masson Road,",Lahore
100772,"15-Qayyum, Block Mustafa Town, Wahdat Road,",Lahore
100774,"21-D, Q Block, Gulberg 2,",Lahore
100775,"R.B.2, 3rd Floor, Awami Complex, Usman Block, New Garden Town",Lahore
100777,"95-B, J-Block, Joher Town,",Lahore
100778,"A.B.Colour Lab, Kashif Centre, 80-Chowk Nisbat Road,",Lahore
100780,"55-D, Chamberlain Road,",Lahore
100781,"57 E 3, Liberty Market, Gulberg-III, ",Lahore
100782,"55-Chamberlain Road, ",Lahore
100784,"1st Floor, Hijab Building, 1-Link Mcleod Road, ",Lahore
100785,"40-Mozang Road,",Lahore
100786,"10-A/46-E, Hassan Park, Ghore Shah,",Lahore
100787,"Camera Market, 42-Chamberlain Road,",Lahore
100788,"Shop No.9-G, Ground Floor, Bashir Arcade, Chowk Nisbet Road,",Lahore
100790,"Chamberlane Road, Chowk Nisbet Road,",Lahore
100791,"222, Abid Market, 38 Queens Road,",Lahore
100792,"62-Chamberlain Road,",Lahore
100793,"86-D, 2-Gulberg III,",Lahore
100795,"Shop 56 ground,  Sadiq plaza Near Masjid Shoda, ",Lahore
100796,"156-a-1, Gulberg 3",Lahore
100797,"23/B, Block-G, Gulberg-III,",Lahore
100798,"Alflah Bank, Main Rewaz Garden, chamurgi,",Lahore
100799,"2-Abdul Qayyum Road, Badami Bagh,",Lahore
100800,"66-T, Gulberg-III, ",Lahore
100801,"106,Abubakar Block, Garden Town,",Lahore
100802,"9,2nd Floor, Al-Hafeez Tower, M.M.Alam Road, Gulberg, Near Pizza Hutt ",Lahore
100803,"3-A, Davis Road ",Lahore
100804,"Godown No.99, Khokhar Road, Near Madina Chowk, Badami Bagh ",Lahore
100806,"29/A, McLeod Road ",Lahore
100807,"2-Fayyaz Road, Anarkali ",Lahore
100811,"120/3, Industrial Estate Quaid-e-azam road, Kot Lakhpat,",Lahore
100813,"Mochi Gate, Circular Road",Lahore
100815,"3rd Floor, Ali Plaza, 3-Mozang Road,",Lahore
100817,"25-Brandreth Road,",Lahore
100818,"Mehmood Booti Bund Road,",Lahore
100820,"74, Main Industrial Estate, Kot Lakhpat",Lahore
100821,"Office # 3, 3rd Floor, Qadri Plaza, Near Capital Cinema,",Lahore
100822,"Kashana-e-Zanjani, 125-D, Gulberg-II, ",Lahore
100824," 56-Shahra-e-Quaid-e-Azam,",Lahore
100825,"20-N, Gulberg II,",Lahore
100826,"1, Upar Mall, Mian amir Scheme,",Lahore
100827,"Nipco House 4, Shahrah-e-Fatima Jinnah,",Lahore
100829,"205, Circular Road,",Lahore
100830,"22, Rewaz Garden,",Lahore
100832,"7-Gulfishan Colony, Multan Road,",Lahore
100833,"Nipco House, 4-Shahrah-e-Fatima Jinnah,",Lahore
100835,"37, Lakshami Mansion, Mall Road",Lahore
100836,"Attiya Building, 8-Bank Square, Shahrah-e-Quaid-e-Azam,.",Lahore
100848,"1-B, Garden Block, Garden Town,",Lahore
100876,"81-A, Faisal Town,",Lahore
100884,"409-Ferozepur Road, ",Lahore
100886,"4/A, Rehman Park-2, Pepsi Cola Road, Gulberg-II,",Lahore
100889,"Al-Hassan Plaza, Jamia Ashrafia, 149 Ferozepur Road, ",Lahore
100894,"Room # 8, 2nd Floor, Karim Market, 133-Circular Road,",Lahore
100895,"129, Circular Road, Outside Shahalam Chowk,",Lahore
100898,"Bader Center, 86 Railway Road,",Lahore
100900,"Office # 8/3, 1st Floor, Kirran Villas, Aziz Avenue, Gulberg-5, ",Lahore
100901,"Shop # 47, Adnan Centre, Jeswani Street, Off Nicol Road,",Lahore
100902,"34-G, Gulberg-III,",Lahore
100904,"409-Ferozepur Road, ",Lahore
100908,"Harbancepura, 3 KM from JourayPull, Cantt.",Lahore
100920,"229-Alfalah Building, Shahrah-e-Quaid-e-Azam,",Lahore
100924,"409-Ferozepur Road,",Lahore
100925,"Gulistan Building, 227-Ravi Park",Lahore
100926,"11-B, Main Gulberg,",Lahore
100928,"11-B, Main Gulberg,",Lahore
100937,"157-N, Model Town Extensession,",Lahore
100940,"55-C, Mozang Road,",Lahore
100941,"133-Circular Road,",Lahore
100942,"Outside Shahalam Gate, Circular Road,",Lahore
100943,"1, Malik Mansion, Apkari Road, Opposite, New Anarkali Thana,",Lahore
100944,"Bhagwan Das Building, Rattan Chand Road, Chowk Shah Alam Gate,",Lahore
100945,"Room # 20 Floor 2 Barkat Ali Khan Center, Circular Road",Lahore
100946,"Outside Mochi Gate, 93-Circular Road,",Lahore
100948,"4-KM, East hudaira Drain, Off. 22-KM, Ferozepur Road,",Lahore
100955,"Lajpat Nagar, Street # 1, G.T. Road, Shahdara,",Lahore
100957,"Ehtisham Chamber, Crossing Ganpat Road",Lahore
100958,"2-Hospital Road, Anarkali,",Lahore
100960,"66-A, Mozang Road,",Lahore
100963,"# 21, 2nd Floor, Barkat Ali Khan Centre, 101-Circular Road,",Lahore
100987,"11-Brandreth Road,",Lahore
100991,"Plot # 83-A, 1st Floor, Timber Market, Ravi Road,",Lahore
101180,"11-12/5, Davis Hytes, 5th Floor, 38 Davis Road,  ",Lahore
100996,"7-Brandreth, Road,",Lahore
100997,"54-B, PAF Officers Colony, Zafar Shaheed Road, Cantt,",Lahore
101000,"32-K.M. Multan Road, P.O. Box : 1990,",Lahore
101007,"6-Ganga Ram Trust Building, Shahrah-e-Quaid-e-Azam  ",Lahore
101008,"373-6, C-II, Township Scheme  ",Lahore
101010,14-KM. Ferozepur Road  ,Lahore
101012,"135, Ferozepur Road ",Lahore
101013,"Dodhy Building, 14-B, Davis Road ",Lahore
101014," Al-Shams Market, 80 Railway Road,",Lahore
101015,"Appartment # 8, 3 floor, Alhafeez suite, Gulberg 3  ",Lahore
101016,"2-KM. Kala Khatai Road, Shahdara  ",Lahore
101017,"1st, Iqbal Centre, Rehman Street # 5, Nishter Road,",Lahore
101018,"98, Frozepur Road, Ichhra  ",Lahore
101019,"39 K/1, Cant view Housing Scheme, Near Bilal Masjid, Badian Road",Lahore
101021,"Zafar Nadeem Plaza, 2nd Floor, 31-B, Main Faisal Town  ",Lahore
101022," Near Steel Mill Stop, Opposite, Gulshan-e-Ravi, Industrial Plot, Bund Road,",Lahore
101023,"242-B, Shalimar Lane, Cavalry Grounds Extantion., Cantt.  ",Lahore
101025," 58-K, 1st Floor, Commercial Area, Phase-I, D.H.A.  ",Lahore
101027,"Flat 5, room # 6, Shan Arcade, New Garden Town, Barkat Market ",Lahore
101028,37-Sultan Pura Road  ,Lahore
101029,"2nd Floor, 473-G/3, Johar Town,",Lahore
101030,"Commercial Complex, Gaddafi Stadium  ",Lahore
101032,"16th K.M., Multan Road ",Lahore
101033,"49-C,Jail Road  ",Lahore
101034,"3-A, Davis Road  ",Lahore
101036,"83, The Mall ",Lahore
101037,"National House, 47, Shahrah-e-Quaid-e-Azam  ",Lahore
101038," Bhagwan Das Building, Rattan Chand Road, Chowk Shah Alam Gate,",Lahore
101039,"43-KM Multan Road, Manga Mandi  ",Lahore
101040,"43-KM Multan Road, Manga Mandi  ",Lahore
101042,"23-Km, Dar-Us-Salam Road, Off Raiwind Road  ",Lahore
101043,"67-Corporation Chowk, Opp:Shell Petrol Pump, Outfall Road  ",Lahore
101044,"97-A, Jail Road  ",Lahore
101046,5-Montgomery Road  ,Lahore
101047,"Shop 31, Ground Floor, Latif Centre, Ichhra  ",Lahore
101049,"13/3, Imtiaz Plaza, 85-The Mall  ",Lahore
101050," Room 4, Ground Floor , Stock Exchange. Bldingg 19-Khayaban-e-Aiwan-e-Iqbal  ",Lahore
101052,"Sameer Plaza, 1st Floor, Civic Centre, 3-C/1, Faisal Town  ",Lahore
101053,"Liberty Market, Gulberg-III  ",Lahore
101054,Mayo Hospital  ,Lahore
101056,"Ferozepur Road, Ichhra  ",Lahore
101057,"7 Imam Din Medical Market, Lohari Gate ",Lahore
101059,"5-Main Gulberg Road, (Jail Road)  ",Lahore
101060,Service Hospital  ,Lahore
101061," #9,1st Floor,Davis Hytes,38 Davis Road ",Lahore
101062,"129/6, Quaid-e-Azam Industrial, Estate, Township  ",Lahore
101063,"F-15, Nazir Center, 146-Ferozepur Road  ",Lahore
101064," 13-F, Fatima Center, 14-A, Queen's Road  ",Lahore
101065,"1st Floor, 30 Maclagan Road  ",Lahore
101066,"32-Abkari Road, Anarkali  ",Lahore
101067," 48, Sham Nagar, Chouburji  ",Lahore
101068,"2nd Floor,  Naqi Market, 75, Shahrah-e-quaid-e-Azam  ",Lahore
101069,"222, A-Block, GOR Faisal Town,Opposite Jinnah Hospital  ",Lahore
101070,"98-B/2, Gulberg-III  ",Lahore
101071,"3 Ghalib Colony, Nadeem Shaheed Road, Samanabad ",Lahore
101072,"Salamat Pura Stop, Mominpura Rd, Near Garder Mill Daroghawala,  ",Lahore
101078,"87, Shahrah-e-Quaid-e-Azam, ",Lahore
101080,"62-Mozang Road, ",Lahore
101083,"5-E/1, Gulberg-III, ",Lahore
101104,"103-A, Shah Jamal, Off Kanal Road,  ",Lahore
101105,"Office 5, 1st Floor, 77-Ali Complex, Fazal-ul-Haq Rd, Blue  Area,  ",Lahore
101110,"17-A, Lawrence Road, ",Lahore
101112,"130, Industrial Estate, Kot Lakhpat  ",Lahore
101113," 35-A, Shalamar Link Road, Mughalpura  ",Lahore
101114,"14-Commercial Building, Shahrah-e-Quaid-e-Azam, P.O.Box 1610  ",Lahore
101115,"793-C, LIMTON House, Block-C, Faisal Town ",Lahore
101117,"12-H, Model Town  ",Lahore
101118," G.T. Road, Bata Pur  ",Lahore
101119,"19/D/1, Gulberg-III  ",Lahore
101121,"35-A, Impress Road  ",Lahore
101122," Dera Jandran, 112/2, Quaid-e-Azam Ind'l Estat, Kot Lakhpat,",Lahore
101123,310-Upper Mall ,Lahore
101124,20 Shahrah-e-Fatima Jinnah ,Lahore
101125,"306 Eden Centre,24 Jail Road  ",Lahore
101127,"Shahpur Interchange,14-KM. Multan Road  ",Lahore
101129,"218-A, Iqbal Avenue H. Society, Shaukat Khanum Cancer Hospital, ",Lahore
101130,"1st Floor, Lahore Tower, Barkat Market, Garden Town, ",Lahore
101132,"45/C, Mohni Road, ",Lahore
101133,"3, Zia Science Complex, Takia Imli Wala, Anarkali,  ",Lahore
101135,"20-Maclagon Road, ",Lahore
101136,"SUITE #  2,  1st FLOOR,  IBRAR WAHDAT ROAD, ",Lahore
101138,"26-Atta Turk Block, New Garden Town,  ",Lahore
101139,"58-Lawrence Road, ",Lahore
101141,"13-Abkari Road (Anarkali),  ",Lahore
101142,"13-Abkari Road (Anarkali),  ",Lahore
101143," 42-Multan Road, Choburji, Opposite: Poonch House,   ",Lahore
101144,"7, Mazhari Building., New Anarkali, Jan Muhammad Road,  ",Lahore
101145,"Suite 23, 1st Flr, Sharf Mansion, 16-Fatima Jinnah Road, ",Lahore
101147,"3rd Floor, Al-Hijaz Plaza, 20-Ewing Road, Nila Gumbad,  ",Lahore
101148,"3rd Floor, Al-Hijaz Plaza, 20-Ewing Road, Nila Gumbad,  ",Lahore
101149,"30-Nisbat Road, ",Lahore
101150,"AGL Complex, 8 Davis Road,  ",Lahore
101151," 8-Meraj Gulshan Centre, Kissan St.-5, 63-Circular Road,   ",Lahore
101152,"61-G,Defence Housing Authority  ",Lahore
101154," 1st Floor, 4-Singhar Centre, 16-Mclagon Road, P.O.Box: 1064,  ",Lahore
101155,"1st Floor, Rana Chambers, Old Anarkali Chowk, ",Lahore
101156,"1st Floor, Rana Chambers, Old Anarkali Chowk, ",Lahore
101157,"Shop-7, Tariq Shopping Centre, 4 Commercial Zone,Liberty Market , ",Lahore
101158,"28 Lawrence Road,    ",Lahore
101159,"140-Liberty Plaza, Liberty Market  ",Lahore
101160,"45-Industrial Estate, Township, Kot Lakhpat,  ",Lahore
101162,"5-B, Valencia, ",Lahore
101163,"2nd Floor, Al-Hassan Plaza, Jamia Ashrafia, 149-Ferozepur Road, ",Lahore
101165,"Chowk Dalgran, Brandreth Road,  ",Lahore
101166,71-Shah Jamal  ,Lahore
101168,2-Beadon Road  ,Lahore
101169,"College Road, Township ",Lahore
101171,"32-D, D.H.A.  (EME Sector) ",Lahore
101172,"1st FLOOR, Abu Yousaf Traders, 188-Ferozepur Road, ",Lahore
101173,"Opposite Yaqoob Hostel, 99-Railway Road, ",Lahore
101175,"Room No.6, 2nd Floor, Lahore Centre, Main Boulevard, Gulberg-III,  ",Lahore
101176,"39, Gardee Invest Building, Thornton Road,  ",Lahore
101177,"4th Floor, Sharjah Centre, 62-Shadman Market,  ",Lahore
101179,"Umar Market, 99-Railway Road,  ",Lahore
101182,"87-B/III, Firdus Market, Gulberg III,  ",Lahore
101183, 25-Nisbet Road  ,Lahore
101185,299 Upper Mail  ,Lahore
101186,"345/15-B, Main G.T. Road, Daroghawala, ",Lahore
101188,"29 KM, Ferozepur Road,  ",Lahore
101189,"343 MADINA MAIN  G.T. Road, Daroghawala, (Libya Colony),  ",Lahore
101190,"4th Floor, Nizam Chambers, Queens Road,      ",Lahore
101191,"Dada House, Hide Market, G.T.Road, ",Lahore
101193,"45/50,I ndustrial Area, Gulberg-III,  ",Lahore
101194,"Suit # 24, 1st Flr., Lodhi Arcade, 42-Ferozepur Road,   ",Lahore
101195,"14-G.T. Road, Hide Market, P.O.Box 690,  ",Lahore
101196,"22-KM, Off Ferozepur Road, Ruhi Nalla,  ",Lahore
101198,"13-KM, Sheikhupura Road,  ",Lahore
101200,"94-Mcleod Road, ",Lahore
101201,"Mian Chamber, 3-Temple Road,  ",Lahore
101202,"130, Industrial Estate, Kot Lakhpat,  ",Lahore
101203," 35-A, Shalamar Link Road, Mughalpura,  ",Lahore
101205,"14-Commercial Building, Shahrah-e-Quaid-e-Azam, P.O.Box 1610,  ",Lahore
101206,"793-C, LIMTON House, Block-C, Faisal Town, ",Lahore
101210,"Software Technology Park, 5th Floor, Tower-II, Egerton Road, Aiwane-Iqbal Complex,   ",Lahore
101226," LG-Plaza, 11-A, Lawrence Road,  ",Lahore
101228,"14-KM. Ferozepur Road,  ",Lahore
101229,"35-C, (Empress Road), Shahrah-e-A. Hameed Bin Badees, ",Lahore
101230," Dodhy Building, 14-B, Davis Road,     ",Lahore
101231,"35-C, (Empress Road), Shahrah-e-A. Hameed Bin Badees, ",Lahore
101251,"F-1-2, Hill View Arcade, 5-Davis Road,  ",Lahore
101254,"#2, 2nd Floor, Gulberg Heights, Off Sherpao Bridge, Gulberg-II, ",Lahore
101255,"44, Commercial Building, The Mall,   ",Lahore
101264," Flat # 4, 1st Floor, 66-Alam Centre, Shadman Market,  ",Lahore
101268," 23-F Raja Centre, Main Boulevard, Gulberg,  ",Lahore
101269," FF4-46, Empress Tower Road,  ",Lahore
101274,"G-2 FL-2, Hill View Arcade, 5 Davis Road, ",Lahore
101279," S-J-Arcde, Main Boulevard, Defence, Cantt.,  ",Lahore
101284,"239-A/3, Gulberg-III,  ",Lahore
101287," 17 KM. Sheikhupura Road,   ",Lahore
101293," Rehman St # 5, Shop No.1, Iqbal Centre, Nishter, (Brandreth) Road,   ",Lahore
101297," Impex House:32-E, Empress Road,      ",Lahore
101302,"23-Nishter Road, P.O.Box: 924,   ",Lahore
101304," 82-Nishtar Road,  ",Lahore
101307,"15- Nishter Road,    ",Lahore
101312,"11 - Brandreth Road,   ",Lahore
101314," Awan Plaza, 1st Floor, Shadman Market,   ",Lahore
101315,"Chah Miran Road, Near Islamia High School, Misri Shah,",Lahore
101322,"18,2nd Floor, Leeds Center, 11-E-2,Main Boulevard Road, Gulberg",Lahore
101324,"1-A,Danepur Road, GOR-1, ",Lahore
101326,"9,Nizam Market, Circular Road, Badami Bagh ",Lahore
101327,"112-R/4,Peco Road, Badami Bagh,",Lahore
101330,"F-1, Rehman Plaza, 4-Fatima Jinnah Road, ",Lahore
101332,"369/R, Circular Road, Badami Bagh, 	",Lahore
101333," 21/4, Al Noor Road, Cantt.,",Lahore
101335,"4 ireland, Badami Bagh,",Lahore
101336,"Address : Suite 1, 4th Floor, Saleem Arcade, 89 C-Temple Road, ",Lahore
101338,"11/1, Block-B, Model Town",Lahore
101339," Suite # 2, 1st Floor, LMC Market, Badami Bagh,",Lahore
101341,"26-KM., Multan Road,",Lahore
101342," 30/1-B, Lawrence Road, ",Lahore
101343,"Shop No.216, Loha Market, Lunda Bazar, ",Lahore
101344,"House # 8, 7-Aziz Avenue, Canal Bank, Gulberg-V,",Lahore
101345," 135-E/1, Stadium Road, Gulberg-III, ",Lahore
101346,"3-Rajput Street, Badami Bagh, ",Lahore
101347," 135-E/1, Stadium Road, Gulberg-III, ",Lahore
101348,"11-KM Multan Road (Hanjarwal),",Lahore
101350,"19-Birdwood Road, off Jail Road,",Lahore
101351,"129-E-1, Main Boulevard, Gulberg-III,",Lahore
101352,"Bund Road, Near China Scheme, Shahbaz Road, ",Lahore
101353,"Suite No.8, 2nd Floor, Rehman Business Centre, 32-B/III, Gulberg-III, ",Lahore
101354,"419, Al-Hafeez Shopping Mall, 82-DI,Main Blvd., Gulberg-III,",Lahore
101355,"2-New G.T. Road, Shahdara, ",Lahore
101356," 16-C, Gulberg-II, ",Lahore
101358," 3rd Floor, Building # 13, Main Commercial Area, Cavalry Ground, ",Lahore
102137,"17-A, Montgomery Road,",Lahore
101359,"316, 3rd Floor, Land Mark Plaza, Jail Road",Lahore
101361,"24, 3rd Floor, Al-Latif Centre, Main Boulevard, Gulberg-III",Lahore
101362," 8 KM, Thokar Niaz Beg, Raiwind Road, ",Lahore
101363,"Suite # 30, 2nd Floor, Sadiq Plaza, 69-The Mall,",Lahore
101364,9-Beadon Road,Lahore
101366,"18-Beadon Road, ",Lahore
101368," No.15, 2nd Floor, Imtiaz Plaza, 85 Shahrah-e-Quaid-e-Azam, ",Lahore
101369," 21-KM., Ferozepur Road, Delu Khurd",Lahore
101371,"168-A, Ferozpur Road, Ichra",Lahore
101373,"12-A, Lahore Road, Saddar, Cantt.",Lahore
101374,"1st Floor, Salam Chambers, 22, Link Mcleod Road",Lahore
101375,"Room # 14, 2nd Floor, Sadiq Plaza,69 The Mall",Lahore
101377,"33-C, Behind Mall Mansion, 30, Shahrah-e-Quaid-e-Azam, ",Lahore
101378,"701-A, 7th Floor Main Boulevard, Gulberg-II,",Lahore
101379,"10th Floor, BOP Tower, 10-B, Block E-2, Main Boulevard, Gulberg III,",Lahore
101380,"Awami Complex, FB-1, Usman Block, New Garden Town",Lahore
101381,"3-A, Davis Road, ",Lahore
101383,"Servis House, 2-Main Gulberg, ",Lahore
101384," Suite # 423, 4th Floor, Siddiq Trade Centre, Gulberg, Main Boulevard,",Lahore
101404,"Mehmood Booti, Bund Road,   ",Lahore
101413," 7/83, The Mall,   ",Lahore
101425,"Sameer Plaza, 1st Floor, Civic Centre, 3-C/1, Faisal Town,",Lahore
101427,"14-D-1, Ghalib Road, Gulberg III, ",Lahore
101445,"Meher Manzil, 3/8 Habibullah Road, ",Lahore
101446," 8-Jewny Lodge, Bagh Gull Begum, Mozang,",Lahore
101447," 118-Industrial Area, Kot Lakhpat,",Lahore
101449,"16-KM, Multan Road, P.O.Chung,",Lahore
101451,"3 km., Rohi Nala, Link 22 km, Ferozepur Road, ",Lahore
101453,"40/A, Off Zafar Ali Road, Gulberg-V, ",Lahore
101454," 48-G, Origa Complex, Main Market, Gulberg, ",Lahore
101456,"25-Commercial Zone, Liberty Market",Lahore
101457," 42-Commercial Building, Shahrah-e-Quaid-e-Azam, ",Lahore
101458,"38, Commercial Building, Shahrah-e-Quaid-e-Azam, ",Lahore
101460," 39, Commercial Building, Shahrah-e-Quaid-e-Azam,",Lahore
101461,"O/s.Soha Bazar, ",Lahore
101463,"G-10, Empire Centre, Main Boulevard, Gulberg,",Lahore
101464,"G-2, Gulberg 3,",Lahore
101465," 6 Shah din, Arcade liberty,",Lahore
101466,"41-Commercial Building, Shahrah-e-Quaid-e-Azam, ",Lahore
101468," 20-E, The Mall",Lahore
101469,"26, Commercial Zone, Liberty Market, ",Lahore
101471,E/2558 Soha Bazar ,Lahore
101472," 7 Baber Plaza, Liberty Market, Gulberg-III,",Lahore
101473," 7-8, Panorama Centre, The Mall,",Lahore
101475,"18 T, Gulberg 2, ",Lahore
101476,"5-Jamaluddin Afghani Road, Near Commercial Building, ",Lahore
101478," Commercial Building, Shahrah-e-Quaid-e-Azam, ",Lahore
101479,"37-A, Commercial Building, The Mall,",Lahore
101480,"# 5, Ground Floor, Gold Centre, 31 Commercial Zone, Liberty Market, ",Lahore
101481,"160-Y, Commercial Area, D.H.A.,",Lahore
101482,"Shop No. 18-G, Gulberg Centre, Main Boulevard, Gulberg,",Lahore
101483," 7, Ground Floor, Golden Centre, 31, Commercial Zone, Liberty Market,",Lahore
101484,"City Towers Shopping Mall, M.M.Alam Road,",Lahore
101485,"34-Gulberg Plaza, Liberty Market, ",Lahore
101493,"242-A, Shalimar Lane, Cavalry Ground Extension, Cantt, ",Lahore
101498,"4, Shish Mahal Road, P.O. Box 1452, ",Lahore
101500,"40-B II,Gulberg-III ",Lahore
101508,"Main Market, Ghazi Street, Urdu Bazar, ",Lahore
101509,"7-Aibak, Road (New Anarkali), ",Lahore
101511,"Quran Academy, 36-K, Model Town, ",Lahore
101512,"242-B, Shalimar Lane, Cavalry Grounds Ext., Cantt.  ",Lahore
101516,"7/A, Block R-3, M. A. Johar Town   ",Lahore
101519,"House 45, Street 52, F-7/4  ",Lahore
101520," 343/A-1, New Bhabara, Ferozpur Road  ",Lahore
101522," 120-S Township, Ind. Estate, Kot Lakhpat    ",Lahore
101530,"40-A, PECO Road, Badami Bagh,  ",Lahore
101534,"40-A, PECO Road, Badami Bagh, ",Lahore
101543,"38, Peco Road, Badami Bagh",Lahore
101550,"Office #801-805, 8th Floor, Al-Qadir Heights-1, Babar Block, New Garden Town ",Lahore
101551,"10th Floor, BOP Tower, 10-B, Block E-2, Main Boulevard, Gulberg III ",Lahore
101559,"22, Commercial Plaza, Liberty Market",Lahore
101560,"22, Commercial Plaza, Liberty Market",Lahore
